"poetID","NameHZ","NamePY","HaoHZ","HaoPY","ZiHZ","ZiPY","OtherZiHaoHZ","OtherZiHaoPY","MaritalStatus","Notes","Sex","LifeSpan","StartYear","EndYear","EthnicGroup","MainWorks","ispoet","HuWenKai","zhuLu","xuZuoZhe","baZuoZhe"
2972,"魏將蘭","Wei Jianglan","","","","","","","未嫁","古抗人﹐年十八未字而夭。有遺香草一卷。胡文楷歷代婦女著作考作古杭人。","女","明",0,0,"漢","遺香草一卷",1,"206","古今女史，名媛詩緯初編","",""
2973,"馮小青","Feng Xiaoqing","","","","","","","妾","虎林人﹐年十六歸豪公子﹐婦奇妒﹐後抱恙而歿。卒年十八。","女","明",1595,1612,"漢","",1,"","古今女史﹐名媛詩歸﹐名媛尺牘﹐愚山詩話，名媛詩緯初編","",""
2974,"會稽女子","Kuaiji nü zi","","","","","李秀云，李秀","Li Xiuyun, Li Xiu","正室","及笄適於燕客﹐偶過新嘉驛﹐題詞于壁﹐書曰李秀云。名媛詩緯初編作李秀。","女","明(16th cent.)",0,0,"漢","",1,"","古今女史﹐名媛詩歸，名媛詩緯初編","",""
2975,"張麗貞","Zhang Lizhen","","","惜奴","Xinu","","","","吳江人﹐廣文龔珍之女，文學徐全妻。身陷獄中﹐其獄中自序并寄父書﹐時人傳錄。","女","明",0,0,"漢","",1,"","古今女史，名媛詩緯初編","",""
2976,"方氏(曹舜玉妻)","Fang shi (Cao Shunyu qi)","","","","","","","正室","方將軍心瀛女。曹舜玉妻也。從舅任之桐江而歿。所遺詩文自名如玉集。","女","明",0,0,"漢","如玉集",1,"","古今女史﹐名媛詩歸，名媛詩緯初編","",""
2977,"錢氏(王道行妻)","Qian shi (Wang Daoxing qi)","","","","","王夫人","Wang furen","正室","湖州(湖州府)人﹐開府錢繼修女﹐王道行妻。夫任廣東巡道﹐夫人隨焉﹐歿于途。","女","明",0,0,"漢","",1,"","古今女史﹐名媛詩歸，名媛詩緯初編","",""
2978,"丁孝懿","Ding Xiaoyi","","","","","","","正室","古杭人﹐天部虞德園女。適郡庠丁士。年二十而卒。有鏡園遺詠。黃貞父為之誌。","女","明",0,0,"漢","鏡園遺詠",1,"","古今女史﹐名媛詩歸","",""
2979,"薄少君","Bo Shaojun","","","西真","Xizhen","","","正室","吳江秀士沈承(君烈)妻也。夫歿作悼亡詩百首以吊。踰年值承之祭辰﹐慟而絕。","女","?-1625",1597,1625,"漢","《嫠泣集一卷》",1,"204","明史藝文志﹐蘇州府志﹐眾香詞﹐即山先生集﹐宮閨氏籍藝文考略﹐蘭閨寶錄﹐古今女史﹐名媛詩歸，名媛詩緯初編","","顧師軾跋"
2980,"成氏","Cheng shi","","","","","","","","","女","明",0,0,"朝鮮","",1,"","古今女史﹐名媛彙詩﹐名媛詩歸，名媛詩緯初編","",""
2981,"俞汝舟妻","Yu Ruzhou qi","","","","","","","正室","","女","明",0,0,"朝鮮","",1,"","古今女史﹐名媛彙詩﹐名媛詩歸，名媛詩緯初編","",""
2982,"德介氏","Dejie shi","","","","","","","妓","高麗妓。","女","明",0,0,"朝鮮","",1,"","古今女史,青樓詩話﹐名媛彙詩﹐名媛詩歸，名媛詩緯初編","",""
2983,"權賢妃","Quanxian fei","","","","","權貴妃","Quangui fei","妃","高麗人，王妃。永樂中為高麗國王李芳遠所進。永樂八年(1410)侍長陵北征還至臨城薨，諡恭獻。","女","明永樂",0,1410,"朝鮮","",1,"","古今女史，（徐乃昌）閨秀詞鈔﹐名媛彙詩﹐名媛詩歸，名媛詩緯初編","",""
2984,"劉氏(崔寔母)","Liu shi (Cui Shi mu)","","","","","","","","安平人。寔為五原太守﹐有善績﹐母有助焉。","女","漢",0,0,"漢","",1,"","蘭閨寶錄","",""
2985,"李穆姜","Li Mujiang","","","","","","","繼室﹐寡婦","漢中(漢中郡)人﹐陳文矩妻﹐陳興母。有二男﹐而前妻四子。文矩為安眾令喪於官﹐待四子甚厚﹐倍於所生。長子為興。穆姜年八十餘卒。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
2986,"趙苞母","Zhao Bao mu","","","","","","","","東武城人﹐失其姓﹐苞為遼西太守﹐迎其母及妻子道經柳城為鮮卑所劫﹐質載以擊郡。母謂苞曰勿虧忠義﹐苞即進戰﹐母妻皆被害。葬訖苞嘔血死。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
2987,"范滂母","Fan Pang mu","","","","","","","","遺其姓﹐征羌人﹐建寧中滂遭黨禍﹐母就縣與訣。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
2988,"陸續母","Lu Xu mu","","","","","","","","吳人﹐續為會稽太守尹﹐因事陷獄洛陽﹐母至京師饋食。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
2989,"杜泰姬","Du Taiji","","","","","","","正室","南鄭人﹐太守趙宣妻也。生七男七女﹐後七男皆辟命察舉。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
2990,"上庸公主","Shangyong Gongzhu","","","","","","","","初封藍田﹐生陸卬昆季六人。刑劭嘗謂藍田生玉﹐固不虛也。主歿卬兄弟相率廬於墓側﹐詔改所居為孝終里。","女","魏-三國",0,0,"漢","",0,"","蘭閨寶錄","",""
2991,"王經母","Wang Jing mu","","","","","","","","清河人﹐始經為太守﹐母常戒之。及經坐高貴鄉公事被收辭母﹐母顏色不變。","女","魏-三國",0,0,"漢","",0,"","蘭閨寶錄","",""
2992,"太史慈母","Taishi Ci mu","","","","","","","","黃人﹐失其姓﹐初慈避難遼東﹐北海相孔融數問遺其母。及融為管亥所圍﹐慈從遼東還﹐其母謂之曰宜赴之。慈求救於平原相劉備﹐備遣兵解圍。","女","吳-三國",0,0,"漢","",0,"","蘭閨寶錄","",""
2993,"孫氏(虞潭母)","Sun shi (Yu Tan mu)","","","","","","","","富春人﹐孫權族孫女﹐適潭父忠。永嘉末潭為南康太守﹐及蘇峻亂﹐潭守吳興。母貿環珮以為軍資。拜武昌侯太夫人﹐潭立養堂於家﹐王導以下皆就拜謁。","女","西晉",0,0,"漢","",0,"","蘭閨寶錄","",""
2994,"任氏(皇甫謐母)","Ren shi (Huangfu Mi mu)","","","","","","","正室﹐寡婦","新安人﹐夫亡無子﹐以姪黃甫謐為嗣。謐年二十不好學﹐母戒之﹐遂從鄉人席坦受書﹐成名士。","女","晉",0,0,"漢","",1,"","蘭閨寶錄","",""
2995,"崔氏(房景伯母)","Cui shi (Fang Jingbo mu)","","","","","","","正室","清河崔元孫之女﹐適房愛親﹐生子景伯景光。景伯為清河太守﹐每有疑獄請命焉。","女","北魏(南北朝)",0,0,"漢","",1,"","蘭閨寶錄","",""
2996,"馮氏(陸讓母)","Feng shi (Lu Rang mu)","","","","","","","","上黨人﹐讓為番州刺史﹐坐贓當死﹐將就行母謁朝堂數之﹐上哀其義﹐特免死。","女","隋",0,0,"漢","",0,"","蘭閨寶錄","",""
2997,"崔氏(鄭善果母)","Cui shi (Zheng Shanguo mu)","","","","","","","正室﹐寡婦","清河崔氏女﹐年十三出適鄭誠，生善果。誠討尉遲迥，力戰死於陣。母年二十而寡。果以父死王事﹐袭爵为鲁大守，號為清吏。","女","隋",0,0,"漢","",1,"","古今女史﹐蘭閨寶錄","",""
2998,"范氏(許善心母)","Fan shi (Xu Shanxin mu)","","","","","","","正室﹐寡婦","北新城人﹐梁太子舍人孝才之女﹐少寡。高祖嘗詔入內侍皇后﹐封永樂郡君。大業初宇文化及行逆﹐隋官盡詣朝謁賀﹐善心不至遂遇害。范氏年九十有二﹐臨喪不哭﹐不食而卒。","女","隋",0,0,"漢","",1,"","蘭閨寶錄","",""
2999,"盧氏(崔元暐母)","Lu shi (Cui Yuanwei mu)","","","","","","","","安平人﹐常戒元暐﹐故元暐所守以清白名。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3000,"徐氏(歐陽通母)","Xu shi (Ouyang Tong mu)","","","","","","","正室﹐寡婦","歐陽通早孤﹐母徐氏教以父書。數年書亞於詢﹐父子齊名﹐號大小歐陽體。","女","唐",0,0,"漢","",1,"","蘭閨寶錄","",""
3001,"劉元佐母","Liu Yuanzuo mu","","","","","","","","滑州匡城人﹐教元佐盡臣節。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3002,"王義方母","Wang Yifang mu","","","","","","","","漣水人﹐義方擢侍御史﹐將劾奏李義府﹐問於母﹐母教之。義方即上言﹐義府罪貶萊州司戶參軍。","女","唐",0,0,"漢","",1,"","蘭閨寶錄","",""
3003,"鄭氏(李景讓母)","Zheng shi (Li Jingrang mu)","","","","","","","正室﹐寡婦","早寡﹐景讓為浙西觀察使﹐嘗怒牙將仗殺之﹐母廷責之﹐鞭其背﹐將吏再拜請﹐不許﹐皆泣謝乃罷﹐一軍遂定。","女","唐",0,0,"漢","",1,"","蘭閨寶錄","",""
3004,"殷氏(顏真卿母)","Yin shi (Yan Zhenqing mu)","","","","","","","正室﹐寡婦","真卿少孤﹐母躬加訓導。年長舉進士﹐官平原太守。安史之亂﹐誘降不屈﹐遂被害。","女","唐",0,0,"漢","",1,"","蘭閨寶錄","",""
3005,"張鎰母","Zhang Yi mu","","","","","","","","崑山人盧樅為宦人所搆﹐鎰為殿中侍御史﹐欲直之﹐白其母。樅得流﹐鎰貶撫州司戶參軍﹐後鎰居母喪以孝聞郭子儀。後李楚琳反勤王﹐遇害。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3007,"韓氏(柳仲郢母)","Han shi (Liu Zhongying mu)","","","","","","","","華原人。韓皐女也。","女","唐",0,0,"漢","",1,"","蘭閨寶錄","",""
3008,"李畬母","Li Yu mu","","","","","","","","不知何郡人。畬為監察御史。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3009,"高后(英宗后)","Gao hou (Yingzong hou)","","","","","高皇后","Gao huang hou","后","英宗高后﹐瓊曾孫女﹐母曹氏慈聖后姊也。后生神宗岐王顥嘉王頵﹐治平二年(fl.1065)冊為后。后弟名士林。神宗立﹐尊為太后。元豐八年(fl.1085)神宗不豫﹐立延安郡王為太子。哲宗嗣位﹐尊為太皇太后。 英宗后，毫州蒙城人。神宗立，尊為皇太后。哲宗立，尊為太皇太后，同聽朝政，用司馬光、呂公著、文彥博諸人於朝，當時稱為女中堯舜。諡曰宣仁聖烈皇后。","女","北宋(fl.1065,fl.1085)",0,0,"漢","",1,"","蘭閨寶錄","",""
3010,"薛氏(蘇易簡母)","Xue shi (Su Yijian mu)","","","","","","","","銅山人。易簡參知政事﹐太宗召薛氏禁中﹐賜冠帔。","女","北宋",0,0,"漢","",1,"","蘭閨寶錄","",""
3011,"魯氏(呂希哲母)","Lu shi (Lü Xizhe mu)","","","","","","","正室","呂滎公希哲﹐申國正獻公長子。申國夫人魯氏宗道女也。","女","宋",0,0,"漢","",1,"","蘭閨寶錄","",""
3012,"种放母","Zhong Fang mu","","","","","","","正室﹐寡婦","不知何郡人﹐適洛陽种翌。翌卒﹐與子放隱終南豹林谷。淳化三年(fl.992)放以才行被召﹐其母怨之。太宗嘉其節﹐賜錢帛。","女","北宋(fl.992)",0,0,"漢","",0,"","蘭閨寶錄","",""
3013,"馮氏(陳堯叟母)","Feng shi (Chen Yaosou mu)","","","","","","","正室","閬中人﹐適陳省華﹐生子堯叟堯佐堯咨。堯咨曾為荊南守﹐翰林學士。兄堯叟堯佐均官至同平章事﹐著名宋世。","女","宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3014,"鄭氏(歐陽修母)","Zheng shi (Ouyang Xiu mu)","","","","","","","正室﹐寡婦","廬陵人﹐修四歲而孤﹐鄭親誨之學。","女","北宋",0,0,"漢","",1,"","蘭閨寶錄","",""
3015,"李氏(劉安世母)","Li shi (Liu Anshi mu)","","","","","","","","魏人。安世為諫官。","女","宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3016,"彭氏(賈易母)","Peng shi (Jia Yi mu)","","","","","","","正室﹐寡婦","賈易七歲而孤﹐母以紡績自給。易年踰弱冠中進士。","女","宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3017,"程氏(蘇軾母)","Cheng shi (Su Shi mu)","","","","","","","正室","眉州人﹐程仁霸女﹐適蘇洵﹐生子軾轍。","女","北宋",0,0,"漢","",1,"","蘭閨寶錄","",""
3019,"朱氏(尹焞母)","Zhu shi (Yin Chun mu)","","","","","","","","洛陽人。子尹焞師事程頤。焞終身不就舉﹐聚徒洛中。","女","北宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3020,"樊氏(趙鼎母)","Fan shi (Zhao Ding mu)","","","","","","","正室﹐寡婦","聞喜人。鼎四歲而孤﹐樊教之。卒鼎為南渡名相。赵鼎，字元镇，号得全居士，宋徽宗元丰八年(1085年)生，宋代解州闻喜人（今山西省闻喜县）。宋徽宗崇寧五年（1106年）举进士。宋绍兴四年（1134年）任尚书右仆射兼知枢密院事﹐五年为宰相﹐有《忠正德文集》传世。  ","女","宋",0,0,"漢","",1,"","蘭閨寶錄","",""
3021,"張浚母","Zhang Jun mu","","","","","","","","綿竹人。失其姓。紹興十六年(fl.1146)慧星出西方﹐浚極論時事。","女","南宋(fl.1146)",0,0,"漢","",1,"","蘭閨寶錄","",""
3022,"吳氏(真德秀母)","Wu shi(Zhen Dexiu mu)","","","","","","","正室﹐寡婦","浦城人。德秀十五而孤﹐母力貧教之讀書。後德秀以理學名世。真德秀（1178-1235）南宋大臣、学者。字景元，后改希元，世称西山先生。建宁浦城（今属福建）人。庆元进士。端平二年(fl.1235)任参知政事兼侍读。有《大学衍义》、《读书记》 、《文章正宗》、《西山文集》等傳世。 ","女","南宋",0,0,"漢","",1,"","","",""
3023,"楊萬里母","Yang Wanli mu","","","","","","","","失其姓。年八十餘猶紡績。","女","宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3024,"王柟母","Wang Nan mu","","","","","","","","莘縣人。初柟祖倫使北死﹐復遣柟北行(與金議和)。決和議。","女","南宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3025,"汪涯母","Wang Ya mu","","","","","","","","漢陽人。失其姓。涯以忤賈似道死﹐母亦自沉於江。","女","南宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3026,"王氏(劉當可母)","Wang shi (Liu Dangke mu)","","","","","","","","王氏﹐利州路常平司幹辦劉當可母也。紹定三年(fl.1230)就養興元。元兵破蜀﹐王氏義不受辱﹐投江死。婦杜氏及婢僕五人咸見殺。詔賜和義郡太夫人。","女","南宋(fl.1230)",0,0,"漢","",1,"","蘭閨寶錄","",""
3027,"桂氏(謝枋得母)","Gui shi (Xie Fangde mu)","","","","","","","","弋陽人。谢枋得（1226-1289年)江西信州弋阳人，字君直，号叠山，别号依斋。南宋理宗宝佑四年（1256年）与文天祥同榜进士，任抚州（今属江西）司户参军，不久弃官。咸淳三年（1367年）赦归，诏任史馆职。入元後隱居閩中﹐堅辭新朝征召。有《诗传注疏》、《易说》、《十三卦取象》、《批点陆宣公奏议》、《文章轨范》，以及杂著、诗文64卷行于世。 ","女","南宋",0,0,"漢","",0,"","蘭閨寶錄","",""
3028,"蕭太后(聖宗母)","Xiao tai hou (Shengzong mu)","","","","","","","后","景宗后蕭氏﹐諱綽﹐北府丞相思溫女。生聖宗。景宗崩﹐后攝國政﹐統和元年(983)尊號太后。","女","遼(fl.983)",0,0,"契丹","",1,"","蘭閨寶錄","",""
3029,"王太后(哀宗母)","Wang tai hou (Aizong mu)","","","","","","","后","哀宗母王氏﹐王后之姊也。初入宮為淑妃﹐哀宗即位尊為太后。崩﹐諡明惠。","女","金",0,0,"其他","",1,"","蘭閨寶錄","",""
3030,"楊氏(耶律楚材母)","Yang shi (Yelü Chucai mu)","","","","","","","正室﹐寡婦","耶律楚材三歲而孤﹐母楊教之學。及長為元勳賢相。卒諡文正。","女","元",0,0,"","",1,"","蘭閨寶錄","",""
3031,"楊氏(虞集母)","Yang shi (Yu Ji mu)","","","","","","","正室","眉州人﹐父文仲世以春秋名家。氏適成都虞汲。汲徙江西﹐生子集槃。宋末兵亂﹐汲攜家趨嶺外。","女","宋末元初",0,0,"漢","",1,"","蘭閨寶錄","",""
3032,"波羅海","Boluohai","","","","","","","正室﹐寡婦","托克托母﹐托克托幼失怙﹐其母教之。後成名為賢相。","女","元",0,0,"蒙古","",1,"","蘭閨寶錄","",""
3033,"李太后(神宗母)","Li tai hou (Shenzong mu)","","","","","","","后","孝定李太后﹐神宗生母也。漷縣人。侍穆宗於裕邸。隆慶元年(1567)三月封貴妃。神宗卽位，上尊號曰慈聖皇太后。萬歷四十二年(1614)崩。","女","?-1614",1540,1614,"漢","",1,"","蘭閨寶錄","",""
3034,"余氏(孟養浩母)","Yu shi (Meng Yanghao mu)","","","","","","","正室﹐寡婦","咸寧(明有咸寧二處﹐一在今陝西西安﹐一在今湖北咸寧)人。夫名機早卒。","女","明",0,0,"漢","",0,"","蘭閨寶錄","",""
3035,"陳氏(王某母)","Chen shi (Wang mou mu)","","","","","","","","涇陽王生妻將死﹐以遺孩屬陳。流賊至﹐殺之。","女","明",0,0,"漢","",0,"","蘭閨寶錄","",""
3036,"劉氏(陳世昌母)","Liu shi (Chen Shichang mu)","","","","","","","正室","黃陂人。從夫陳家棟至京師﹐魏忠賢殺楊漣﹐劉贊夫收漣屍。子世昌為九江小吏﹐流寇張獻忠入犯﹐世昌募健兒直搗賊營。事聞擢世昌總兵官﹐封劉氏夫人。卒年八十九。","女","明",0,0,"漢","",0,"","蘭閨寶錄","",""
3037,"丁氏(宋權庶母)","Ding shi (Song Quan shu mu)","","","","","","","","商邱人﹐權父沾歿﹐姑與女君繼逝﹐丁撫之。後為相﹐丁贈太夫人。宋权，字元平，河南商丘人。明天启五年(fl.1625)进士。官顺天巡抚，驻密云。受事甫三日，李自成陷京师，权计杀自成将黄锭等。睿亲王师入关，籍所部以降，命巡抚如故。順治三年(fl.1646)，擢国史院大学士。順治九年(fl.1652)卒。","女","清",1644,1911,"漢","",0,"","蘭閨寶錄","",""
3039,"彭氏(李中孚母)","Peng shi (Li Zhongfu mu)","","","","","","","正室﹐寡婦","盩厔人。適李可從﹐生子容﹐字中孚。明崇禎末可從沒於陣。氏親教中孚﹐中孚終成大儒。","女","清",1644,1911,"漢","",1,"","蘭閨寶錄","",""
3040,"李氏(尹會一母)","Li shi (Yin Huiyi mu)","","","","","","","正室﹐寡婦","博野人。尹公弼妻﹐夫早亡﹐守節五十餘年。子會一成進士。康熙五十九年(fl.1796)旌。後會一官襄陽知府﹐郡人為建賢母堂。乾隆初會一巡撫河南﹐聖製詩賜之。","女","清",1644,1911,"漢","",0,"","蘭閨寶錄","",""
3041,"德齡母","Deling mu","","","","","","","正室﹐寡婦","滿洲人。夫佛隆峨早卒﹐持身以禮訓子有方。後德齡舉進士官侍郎﹐乾隆七年(fl.1742)氏年八十﹐上聞其賢﹐聖製詩賜之。","女","清(fl.1742)",0,0,"滿","",1,"","蘭閨寶錄","",""
3042,"陳書","Chen Shu","上元弟子","Shangyuandizi","南樓","Nanlou","南樓老人","Nanloulaoren","正室﹐寡婦","海寧錢綸光妻﹐太傅謚文端錢陳羣母(誥封一品太夫人)。按陳群(1886-1774)﹐字香樹﹐幼孤﹐母教之。乾隆間官侍郎﹐聖製詩嘉獎。","女","1660-1736",1660,1736,"漢","復菴吟稿﹐紡餘閒課",1,"587","國朝閨秀正始續集﹐聽松樓遺稿﹐名媛詩話﹐碑傳集﹐小黛軒論詩詩﹐蘭閨寶錄","","陳爾士書後"
3043,"阿南","Anan","","","","","","","正室","曼阿娜妻。元封間曼阿娜為漢將郭世忠所殺﹐欲妻南﹐南自引刀斷喉﹐身撲火中。國人哀之﹐每歲以是日燃炬聚會而弔之﹐名為星回節。","女","西漢元封間",-140,-105,"白","",1,"","蘭閨寶錄","",""
3044,"桓氏(劉長卿妻)","Huan shi (Liu Changqing qi)","","","","","","","正室﹐寡婦","沛郡人﹐鸞女。生男五歲而長卿卒。兒又夭歿﹐乃刑耳自誓。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
3045,"皇甫規妻","Huangfu Gui qi","","","","","","","正室","安定皇甫規妻者不知何氏女也。規卒﹐董卓欲聘﹐婦請辭不得﹐乃死於車下。後人號曰禮宗。","女","漢",0,0,"漢","",1,"","蘭閨寶錄","",""
3046,"呂榮","Lü Rong","","","","","","","正室","許升妻﹐升為道所害﹐刺史捕盜得之﹐榮手斷其頭以祭升靈。後遭寇賊虜﹐誓不受辱﹐遂見殺。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
3047,"荀采","Xun Cai","","","","","","","正室","潁川(潁川郡)人﹐爽女。年十九適陰瑜﹐產一女而瑜卒。同郡郭奕喪妻﹐爽強嫁之。終自縊死。","女","漢",0,0,"漢","",1,"","蘭閨寶錄","",""
3048,"彭娥","Peng E","","","","","","","","宜城人。時遭亂﹐娥出汲水﹐為賊獲。賊污之﹐娥號呼皇天﹐以頭觸石者再﹐山忽崩﹐賊皆壓死。","女","漢",0,0,"漢","",0,"","蘭閨寶錄","",""
3049,"黃帛","Huang Bo","","","","","","","正室","僰道人﹐張貞妻。貞過江溺死﹐帛求尸不得﹐自投水中。積十四日持夫手浮出灘下﹐顏色如生。後人建祠祀之。祠在今(清)四川南係縣治前。","女","漢",0,0,"漢","",1,"","蘭閨寶錄","",""
3050,"孫后(昭烈帝后)","Sun hou (Zhaolie di hou)","","","","","","","后","吳主權妹﹐適漢昭烈帝冊為后。初居荊州﹐權以母病召歸﹐后歸省遂被留。及昭烈帝崩﹐后投江以殉。蕪湖有廟﹐後人崇祀。國朝編入祀典﹐敕封崇節惠利靈澤夫人。","女","蜀漢-三國",0,0,"漢","",0,"","蘭閨寶錄","",""
3051,"夏侯令女","Xiahou Ling nü","","","","","","","正室﹐寡婦","譙郡人。適曹爽弟文叔﹐夫早死﹐年少無子﹐斷發明志。司馬懿嘉之。","女","魏-三國",0,0,"漢","",0,"","蘭閨寶錄","",""
3052,"王惠風","Wang Huifeng","","","","","","","妃","太尉衍女﹐愍懷太子妃。劉曜寇洛陽﹐將諸后妃去﹐惠風不從﹐賊殺之。其侍兒名六出者﹐亦赴水死。遇嵩山女仙韓西華救之﹐得生後仙去。","女","晉",0,0,"漢","",0,"","蘭閨寶錄","",""
3053,"辛氏(梁緯妻)","Xin shi (Liang Wei qi)","","","","","","","正室","狄道人。緯為散騎常侍﹐西都陷沒﹐為劉曜所害。將妻之﹐辛自縊而死。","女","晉",0,0,"漢","",0,"","蘭閨寶錄","",""
3054,"毛后(苻登后)","Mao hou (Fu Deng hou)","","","","","","","后","不知何郡人。登為姚萇所襲﹐后率壯士與之交戰。為萇所執欲納之﹐后不從﹐萇殺之。","女","前秦-十六國",0,0,"其他","",0,"","蘭閨寶錄","",""
3055,"楊后(呂纂后)","Yang hou (Lü Zuan hou)","","","","","","","后","桓女。纂為呂超所殺﹐超欲妻之﹐楊自殺。按呂纂, 後涼靈皇帝﹐呂光庶長子, 399年，呂光立太子呂紹為天王，自號太上皇，呂光死，呂纂攻紹，紹自殺，纂即位。401年，為超所杀。","女","?-401",365,401,"漢","",0,"","蘭閨寶錄","",""
3056,"兒貞女","Ni zhen nü","","","","","","","聘室","涇州人。許彭老生為妻﹐未及成禮﹐老生輒往逼之﹐女斥之﹐老生竟殺之。老生以死罪見戮﹐兒氏旌為貞女。","女","北魏(南北朝)",0,0,"漢","",0,"","蘭閨寶錄","",""
3057,"鄭獻英","Zheng Xianying","","","","","","","正室﹐寡婦","滎陽人﹐桓曇深妻。劉楷為交州刺史﹐聘曇深﹐攜眷同赴任﹐未至而曇深卒。獻英年僅二十﹐子文凝始生﹐仍隨楷到鎮。終行萬里回鄉﹐安葬其夫。","女","南宋(南北朝)",0,0,"漢","",0,"","蘭閨寶錄","",""
3058,"斛律氏","Hulü shi","","","","","","","妃","光女﹐樂陵王百年妃。大寧中百年為賈德冑所陷﹐被害。妃哀號不食死。時年十四。","女","北齊(南北朝)",0,0,"","",0,"","蘭閨寶錄","",""
3059,"柳氏(裴倫妻)","Liu shi (Pei Lun qi)","","","","","","","正室","河東人。倫為渭源令﹐賊薛舉陷城﹐倫遇害。柳氏與二女及其婦相繼投井中死。","女","隋",0,0,"漢","",0,"","蘭閨寶錄","",""
3060,"王氏(武宗妃)","Wang shi (Wuzong fei)","","","","","","","妃","邯鄲人。年十三入宮﹐武宗嗣位﹐有寵﹐進號才人。欲立為后﹐宰相李德裕諫之。帝崩﹐即自經幄下。宣宗即位﹐贈賢妃。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3061,"盧氏(房元齡妻)","Lu shi (Fang Yuanling qi)","","","","","","","正室","臨淄人。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3062,"魏氏(樊彥琛妻)","Wei shi (Fan Yanchen qi)","","","","","","","正室","揚州人。彥琛卒﹐徐敬業陷揚州﹐氏見害。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3063,"董氏(賈直言妻)","Dong shi (Jia Zhiyan qi)","","","","","","","正室","汴人。直言貶嶺南﹐以妻少與之訣﹐董束發候直言二十年。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3064,"竇氏二女","Dou shi er nü","","","","","","","","竇伯女仲女﹐奉天人。永泰中為賊所掠﹐投谷死。邑人建祠額曰雙烈。祠在今(清)陝西乾州東門內。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3065,"裴淑英","Pei Shuying","","","","","","","正室","聞喜人﹐安邑公矩女﹐李德武妻。德武坐罪徙嶺南﹐氏誓不他嫁。後德武赦﹐還為夫婦。","女","唐",0,0,"漢","",1,"","蘭閨寶錄","",""
3066,"蕭氏(韋雍妻)","Xiao shi (Wei Yong qi)","","","","","","","正室","雍在幽州幕府﹐朱克融叛﹐雍被執遇害﹐氏亦死。詔賜蘭陵縣君。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3067,"梅勝志","Mei Shengzhi","","","","","","","正室","涇人﹐適同邑洪勝可。黃巢亂﹐氏為賊所獲﹐引刀自刺死﹐香聞十里。涇人立祠祀之﹐號香心五娘。廟在今(清)安徽涇縣東六十里。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3068,"趙女","Zhao nü","","","","","","","","不知何郡人﹐唐末兵起﹐同嫂避兵﹐時大旱﹐竟渴死。","女","唐",0,0,"漢","",0,"","蘭閨寶錄","",""
3069,"李氏(王凝妻)","Li shi (Wang Ning qi)","","","","","","","正室﹐寡婦","青州人。凝為虢州司戶參軍﹐卒於官。李氏攜幼子負骸東歸﹐因人牽其臂而自斷其臂。歐陽修載其事於史。","女","五代",0,0,"漢","",0,"","蘭閨寶錄","",""
3070,"趙氏九女","Zhao shi jiu nü","","","","","","","","中牟白沙鎮人。同逼於寇﹐皆義不受辱﹐連縊而死。里人葬之﹐號九女塚。","女","漢-五代",0,0,"漢","",0,"","蘭閨寶錄","",""
3071,"鄭氏(余敬洪妻)","Zheng shi (Yu Jinghong qi)","","","","","","","正室","建陽人。適建州將余敬洪。南唐下建州裨將王建封得鄭氏﹐脅之不屈﹐轉獻上將查文徽﹐欲納之﹐鄭氏大罵之﹐查慚訪其家還之。","女","閩-五代",0,0,"漢","",0,"","蘭閨寶錄","",""
3072,"楊太后(端宗母)","Yang tai hou (Duanzong mu)","","","","","","","妃","宋端宗母也。臨安破端宗往福州﹐眾立為帝﹐尊為太后。封弟昺衛王。昺俞氏所生也。至元十四年(1277)元軍圍於海上﹐明年端宗崩。昺代立﹐十六年(1279)帝昺投海死﹐太后亦赴海死。","女","?-1279",0,1279,"漢","",0,"","蘭閨寶錄","",""
