id,书院名id(CBDB),书院id(CBDB),书院名,建院时间,建院年号,建院朝代,建書院者,繁盛朝代,书院地址,书院地址x坐标,书院地址y坐标,建築,建築時間,經費來源,經費數目,捐贈者,捐贈物資,捐贈時間,是否有藏書,是否有藏書備註,改建/擴建/重修者,改建/擴建/重修時間,重建者,重建時間,祀Y,書院類型,書院類型備註,出版物類型,出版物時間,重大事件,任職/學生,任職/就學時間,別稱,並稱,學派備註,被毀時間,被毀時間備註,設定制度者,設定制度時間,出版物,改制名稱,改制時間,信息來源,前身信息,经济制度,招生制度,藏书,书院制度,销毁的建筑（时间）,书院出处,书院出处页码,备注,信息收集
2491,,,武城书院,清乾隆十三年1748,,,,,广西平南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,,,味经书院,清光绪十九年1893,,,,,广西合浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,,,岭山书院,清道光元年1821,,,,,广西武缘（今属武鸣),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,,,岭表书院,明嘉靖十一年1532,,,,,广西梧州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,,,经正书院,清光绪二年1876,,,,,广西田东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,,,南池书院,清康熙五十八年1719,,,,,广西昭平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,,,南阳书院,清光绪二十一年1895,,,,,广西西林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,,,南溪书院,明崇祯十六年1643,,,,,广西怀集（今属广东),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,,,柳江书院,,,,,,广西柳州,,,,,,,,,,,,,,,,,,,,,,,,又称罗池书院,,,,,,,,,,,,,,,,,,,,
2500,,,临江书院,清雍正十三年1735,,,,,广西贺县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,,,思齐书院,清光绪十六年1890,,,,,广西宁明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,,,思诚书院,,,,,,广西宁明,,,,,,,,,,,,,,,,,,,,,,,,又名伯江书院,,,,,,,,,,,,,,,,,,,,
2503,,,峤南书院,清光绪十九年1893,,,,,广西容县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,,,洛江书院,清乾隆十二年1747,,,,,广西雒容（今属鹿寨),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,,,浔阳书院,明万历元年1573,,,,,广西桂平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,,,宣成书院,宋景定间,,,,,广西桂林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,,,眉江书院,清康熙二十年1681,,,,,广西永安（今属蒙山),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,,,荔浦书院,清康熙四十七年1708,,,,,广西荔浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,,,桂山书院,,,,,,广西桂林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,,,桂邑书院,明万历元年1573,,,,,广西桂平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,,,桂林书院,明嘉靖三年1524,,,,,广西桂林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,,,桂香书院,清乾隆二十四年1759,,,,,广西崇左,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,,,海门书院,原称还珠书院,,,,,广西合浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,,,宾阳书院,清乾隆三十六年1771,,,,,广西宾阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,,,绣江书院,1690年,,,,,广西容县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,,,培英书院,清同治四年1865,,,,,广西灵川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,,,瓠阳书院,,,,,,广西大新,,,,,,,,,,,,,,,,,,,,,,,,原名瓠荫书院,,,,,,,,,,,,,,,,,,,,
2518,,,崇正书院,清光绪十四年1888,,,,,广西田阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,,,铜阳书院,,,,,,广西北流,,,,,,,,,,,,,,,,,,,,,,,,又名抱朴书院,,,,,,,,,,,,,,,,,,,,
2520,,,康山书院,清雍正二年1724,,,,,广西扶绥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,清湘书院,宋嘉定八年1215,,,,,广西清湘（今属全州),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,,,淮海书院,清康熙四十年1701,,,,,广西横县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,,,萃英书院,建于清代,,,,,广西来宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,,,象江书院,清雍正元年1723,,,,,广西象州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,,,紫泉书院,,,,,,广西郁林（今属玉林),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,,,紫澜书院,明嘉靖初年,,,,,广西永淳（今属横县),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,,,鹅城书院,清光绪七年1881,,,,,广西百色,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,,,道乡书院,宋徽宗,,,,,广西平乐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,,,道南书院,清乾隆二十五年1760,,,,,广西归顺（今属靖西),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,,,富江书院,,,,,,广西富川,,,,,,,,,,,,,,,,,,,,,,,,又名富川书院,,,,,,,,,,,,,,,,,,,,
2531,,,鼓岩书院,清乾隆二十五年1760,,,,,广西修仁（今属梧州),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,,,敬修书院,清乾隆三十五年1770,,,,,广西修仁（今属荔浦),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,,,榜山书院,,,,,,广西隆安,,,,,,,,,,,,,,,,,,,,,,,,名阳明书院,,,,,,,,,,,,,,,,,,,,
2534,,,榕湖书院,,,,,,广西桂林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,,,毓秀书院,清乾隆四十一年1776,,,,,广西西林（今属田林),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,,,辣丁书院,,,,,,广西宣化（今属南宁),,,,,,,,,,,,,,,,,,,,,,,,又称法文书院,,,,,,,,,,,,,,,,,,,,
2537,,,暨南书院,清乾隆四年1739,,,,,广西龙州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,,,蔚南书院,,,,,,广西南宁,,,,,,,,,,,,,,,,,,,,,,,,原名式南书院,,,,,,,,,,,,,,,,,,,,
2539,,,敷文书院,明嘉靖七年1528,,,,,广西南宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,,,镇阳书院,清乾隆五十九年1794,,,,,广西镇边（今属那坡),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,,,璜溪书院,,,,,,广西全州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,,,橘园书院,明嘉靖间,,,,,广西岑溪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,,,藤州书院,清嘉庆十年1805,,,,,广西藤县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,,,瀛州书院,,,,,,广西大新,,,,,,,,,,,,,,,,,,,,,,,,原名养正书院,,,,,,,,,,,,,,,,,,,,
2545,,,万安书院,清乾隆十九年1754,,,,,海南万宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,,,天池书院,明嘉靖二十五年1546,,,,,海南澄迈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,,,双溪书院,清乾隆三十年1765,,,,,海南昌江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,,,龙山书院,清光绪十四年1888,,,,,海南三亚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,,,东坡书院,宋,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,,,乐古书院,明弘治间,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,,,西洲书院,明正德初年,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,,,同文书院,明成化九年1473,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,,,丽泽书院,明代,,,,,海南儋县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,,,应台书院,明万历三十七年1609,,,,,海南琼海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,,,苏泉书院,,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,,,尚友书院,明万历间,,,,,海南定安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,,,桄榔书院,原为宋绍圣四年1097,,,,,海南儋县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,,,桐墩书院,明正德间,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,,,海门书院,清雍正间,,,,,海南海口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,,,琼台书院,清康熙四十九年1710,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,,,粟泉书院,明万历四十三年1615,,,,,海南琼山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,景苏书院,清雍正二年1724,,,,,海南澄迈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,,,端山书院,清康熙四十四年1705,,,,,海南琼海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,,,蔚文书院,明万历间,,,,,海南文昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,,,澹庵书院,明嘉靖二十五年1546,,,,,海南临高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,,,鳌山书院,,,,,,海南三亚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,,,瀛海书院,清乾隆三十一年1766,,,,,海南海口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,,,几水书院,,,,,,四川江津,,,,,,,,,,,,,,,,,,,,,,,,又名几江书院,,,,,,,,,,,,,,,,,,,,
2569,,,九峰书院,明嘉靖十二年1533,,,,,四川乐山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,,,三台书院,清乾隆十九年1754,,,,,四川川黔江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,,,大益书院,明正德十三年1518,,,,,四川成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,,,万川书院,,,,,,四川万县,,,,,,,,,,,,,,,,,,,,,,,,又名凤山书院,,,,,,,,,,,,,,,,,,,,
2573,,,万春书院,清乾隆十年1745,,,,,四川温江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,,,川南书院,清同治七年1868,,,,,四川泸州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,,,广寒书院,清道光二十四年1844,,,,,四川射洪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,,,飞凤书院,,,,,,四川云阳,,,,,,,,,,,,,,,,,,,,,,,,原名云安书院,,,,,,,,,,,,,,,,,,,,
2577,,,子云书院,明成化间,,,,,四川郫县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,,,云台书院,清道光十八年1838,,,,,四川三台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,,,少城书院,,,,,,四川成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,,,少陵书院,,,,,,四川奉节,,,,,,,,,,,,,,,,,,,,,,,,原名晋阶书院,,,,,,,,,,,,,,,,,,,,
2581,,,月心书院,清雍正十三年1735,,,,,四川雅安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,,,丹山书院,清乾隆三十年1765,,,,,四川叙永,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,,,凤山书院,明万历十三年1585,,,,,四川岳池,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,,,凤仪书院,清乾隆十九年1754,,,,,四川合江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,,,文贞书院,元泰定间,,,,,四川剑阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,,,文江书院,清乾隆二十二年1757,,,,,四川高县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,,,方亭书院,清乾隆六年1741,,,,,四川什邡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,,,斗山书院,清乾隆三十年1765,,,,,四川中江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,,,巴川书院,清乾隆二十五年1760,,,,,四川铜梁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,,,玉屏书院,清乾隆十一年1746,,,,,四川荣昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,,,甘棠书院,明成化二十二年1486,,,,,四川广安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,,,左绵书院,,,,,,四川绵州（今绵阳）,,,,,,,,,,,,,,,,,,,,,,,,原名文昌书院,,,,,,,,,,,,,,,,,,,,
2593,,,石鱼书院,明天启六年1626,,,,,四川蓬溪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,,,龙山书院,清道光元年1821,,,,,四川达县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,,,龙门书院,清乾隆十八年1753,,,,,四川新都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,,,龙池书院,明正德间,,,,,四川新宁（今属开江),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,,,龙泉书院,,,,,,四川安岳,,,,,,,,,,,,,,,,,,,,,,,,原名岳阳书院,,,,,,,,,,,,,,,,,,,,
2598,,,龙腾书院,清同治五年1866,,,,,四川南溪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,,,平云书院,清光绪二十三年1897,,,,,四川大邑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,,,东川书院,,,,,,四川重庆,,,,,,,,,,,,,,,,,,,,,,,,原名渝州书院,,,,,,,,,,,,,,,,,,,,
2601,,,白云书院,明弘治十二年1499,,,,,四川武隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,,,印清书院,,,,,,四川犍为,,,,,,,,,,,,,,,,,,,,,,,,原名五龙书院,,,,,,,,,,,,,,,,,,,,
2603,,,汉安书院,清乾隆初年,,,,,四川内江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,,,汉章书院,,,,,,四川达县,,,,,,,,,,,,,,,,,,,,,,,,原名宣汉书院,,,,,,,,,,,,,,,,,,,,
2605,,,圣泉书院,,,,,,四川巫山,,,,,,,,,,,,,,,,,,,,,,,,原名巫峰书院,,,,,,,,,,,,,,,,,,,,
2606,,,同人书院,宋嘉定末年,,,,,四川夹江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,,,讲道书院,宋庆历初,,,,,四川汉州（今属广汉),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,,,酉山书院,南宋绍兴元年1131,,,,,四川石泉（今属北川),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,,,汶江书院,清康熙五十七年1718,,,,,四川安县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,,,张九宗书院,,,,,,四川遂宁,,,,,,,,,,,,,,,,,,,,,,,,又名书台书院,,,,,,,,,,,,,,,,,,,,
2611,,,环溪书院,清嘉庆六年1801,,,,,四川蓬溪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,,,青莲书院,,,,,,四川江油,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,,,芙蓉书院,清嘉庆六年1801,,,,,四川成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,,,岷江书院,清乾隆二十八年1763,,,,,四川灌县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,,,和川书院,清乾隆十七年1752,,,,,四川天全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,,,金华书院,,,,,,四川射洪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,,,治经书院,,,,,,四川绵阳,,,,,,,,,,,,,,,,,,,,,,,,原名传经书院,,,,,,,,,,,,,,,,,,,,
2618,,,泸峰书院,清乾隆十八年1753,,,,,四川西昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,,,学易书院,,,,,,四川富顺,,,,,,,,,,,,,,,,,,,,,,,,又名西湖书院,,,,,,,,,,,,,,,,,,,,
2620,,,绍闻书院,清乾隆十九年1754,,,,,四川长宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,,,经学书院,,,,,,四川重庆,,,,,,,,,,,,,,,,,,,,,,,,原名致用书院,,,,,,,,,,,,,,,,,,,,
2622,,,栅头书院,宋宣和二年1120,,,,,四川丹棱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,,,研经书院,清光绪二十一年1895,,,,,四川西昌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,,,奎峰书院,清道光十四年1834,,,,,四川南溪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,,,钩深书院,,,,,,四川涪州（今属涪陵),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,,,重璧书院,,,,,,四川璧山,,,,,,,,,,,,,,,,,,,,,,,,原名璧江书院,,,,,,,,,,,,,,,,,,,,
2627,,,复性书院,,,,,,四川乐山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,,,修文书院,,,,,,四川洪雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,,,炳文书院,,,,,,四川自贡,,,,,,,,,,,,,,,,,,,,,,,,原名东新书院,,,,,,,,,,,,,,,,,,,,
2630,,,眉山书院,清康熙七年1668,,,,,四川眉州（今属眉山),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,,,草堂书院,,,,,,四川潼川（今属三台),,,,,,,,,,,,,,,,,,,,,,,,原名文峰书院,,,,,,,,,,,,,,,,,,,,
2632,,,桂华书院,,,,,,四川绵阳,,,,,,,,,,,,,,,,,,,,,,,,原名玉珠书院,,,,,,,,,,,,,,,,,,,,
2633,,,桂香书院,,,,,,四川彭山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,,,振文书院,清乾隆三十年1765,,,,,四川大竹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,,,峨山书院,明正德十四年1519,,,,,四川峨眉（今属峨眉山),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,,,兼山书院,,,,,,四川剑阁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,,,朗池书院,清雍正间,,,,,四川营山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,,,通经书院,,,,,,四川新津,,,,,,,,,,,,,,,,,,,,,,,,原名宝资书院,,,,,,,,,,,,,,,,,,,,
2639,,,绣川书院,,,,,,四川金堂,,,,,,,,,,,,,,,,,,,,,,,,原名金堂书院,,,,,,,,,,,,,,,,,,,,
2640,,,盛山书院,,,,,,四川开县,,,,,,,,,,,,,,,,,,,,,,,,原名芙蓉书院,,,,,,,,,,,,,,,,,,,,
2641,,,崇阳书院,,,,,,四川崇庆,,,,,,,,,,,,,,,,,,,,,,,,原名江源书院,,,,,,,,,,,,,,,,,,,,
2642,,,涪西书院,清光绪十六年1890,,,,,四川绵阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,,,涪翁书院,,,,,,四川宜宾,,,,,,,,,,,,,,,,,,,,,,,,又名文节公祠,,,,,,,,,,,,,,,,,,,,
2644,,,隆化书院,清乾隆二十二年1757,,,,,四川南川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,,,雁江书院,清乾隆五年1740,,,,,四川资阳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,,,雅材书院,,,,,,四川雅州（今雅安）,,,,,,,,,,,,,,,,,,,,,,,,又名蔡蒙书院,,,,,,,,,,,,,,,,,,,,
2647,,,紫岩书院,,,,,,四川绵竹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,,,紫金精舍,清光绪十五年1899,,,,,四川广安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,,,棠香书院,,,,,,四川大足,,,,,,,,,,,,,,,,,,,,,,,,原名宝鼎书院,,,,,,,,,,,,,,,,,,,,
2650,,,尊经书院,清同治十三年1874,,,,,四川成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,,,渠江书院,清康熙中,,,,,四川广安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,,,巽崖书院,宋绍兴初,,,,,四川丹棱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,,,登龙书院,,,,,,四川江油,,,,,,,,,,,,,,,,,,,,,,,,原名天柱书院,,,,,,,,,,,,,,,,,,,,
2654,,,楼山书院,明永乐,,,,,四川屏山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,,,鉴亭书院,清咸丰四年1854,,,,,四川潼南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,,,锦云书院,,,,,,四川永川,,,,,,,,,,,,,,,,,,,,,,,,原名桂山书院,,,,,,,,,,,,,,,,,,,,
2657,,,锦江书院,清康熙四十三年1704,,,,,四川成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,,,锦屏书院,明嘉靖,,,,,四川阆中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,,,漹江书院,,,,,,四川夹江,,,,,,,,,,,,,,,,,,,,,,,,又名平川书院,,,,,,,,,,,,,,,,,,,,
2660,,,嘉乐书院,清光绪十八年1892,,,,,四川广汉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,,,嘉湖书院,明万历间,,,,,四川南充,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,,,聚奎书院,清同治十三年1874,,,,,四川江津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,,,蓬山书院,,,,,,四川蓬州（今属蓬安),,,,,,,,,,,,,,,,,,,,,,,,又名玉环书院,,,,,,,,,,,,,,,,,,,,
2664,,,蓬莱书院,明万历三年1575,,,,,四川蓬溪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,,,算学书院,清光绪十九年1893,,,,,四川巴县（今重庆市中区),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,,,翠屏书院,明成化十八年1482,,,,,四川宜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,,,墨池书院,清道光元年1821,,,,,四川成都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,,,潜溪书院,清乾隆十二年1747,,,,,四川双流,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,,,潾山书院,清康熙元年1662,,,,,四川邻水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,,,鹤山书院,,,,,,四川泸州,,,,,,,,,,,,,,,,,,,,,,,,原名穆清书院,,,,,,,,,,,,,,,,,,,,
2671,,,濂溪书院,,,,,,四川合州（今属合川),,,,,,,,,,,,,,,,,,,,,,,,又名合宗书院,,,,,,,,,,,,,,,,,,,,
2672,,,懋修书院,,,,,,四川顺庆（今属南充),,,,,,,,,,,,,,,,,,,,,,,,又名朱凤书院,,,,,,,,,,,,,,,,,,,,
2673,,,蟠龙书院,南宋,,,,,四川宜宾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,,,瀛山书院,清康熙四十九年1710,,,,,四川綦江,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
